,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_subclass,tree_cluster,tree_class,marker_sum_norm_label,Norm_Marker_Sum.0.4_label,patched_cell_container,cell_name,rna_amplification_pass_fail,Genes.Detected.CPM
144,H23.03.307.12.63.01,,,,,,2.1.5,07/27/2023,09:55:18,2023-07-27,2023.0,7.0,27.0,07/26/2023,06/08/2023,06/07/2023,No,Human,H23.03.307.12.63,H23.03.307.12.63.01,Patch Tube,PCS4_230727_401_A01,kristab,8,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,2.0,nucleus_present,not_intentionally-soma,2168.0,49.3,3.2,No,Yes,126.0,Not Applicable,Not Applicable,No,50.0,49.0,9.92,0.25,2.53,10:53:09,,10:55:58,10:56:00,10:56:36,11:06:31,11:06:46,11:09:18,11:10:11,CN1633,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.307,H23.03.307.12.63.01,PCS4_230727_401_A01,positive,PLP,EPhys_230731_01_A02_H,H23.03.307,,49.3,Matching JEM & LIMS Information,Sst,Inh L4-6 SST B3GAT2,GABAergic,0.5526965554995985,True,PCS4_230727_401_A01,H23.03.307.12.63.01,Pass,12104.0
145,H23.51.015.11.04.01.09,,,,,,2.1.5,10/17/2023,09:38:54,2023-10-17,2023.0,10.0,17.0,10/16/2023,08/31/2023,07/19/2023,No,Human,H23.51.015.11.04.01,H23.51.015.11.04.01.09,Patch Tube,P6S4_231017_409_A01,kristab,8,12.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L3,TCx,L3,3.0,3.0,nucleus_present,no,4000.0,154.6,3.8,No,Yes,112.0,Not Applicable,Not Applicable,No,51.0,49.0,7.12,3.0,3.52,16:06:49,,16:09:28,16:09:36,16:09:57,16:17:04,16:20:04,16:23:35,16:32:51,None,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.015,H23.51.015.11.04.01.09,P6S4_231017_409_A01,not applicable,,EPhys_231016_03_B03_H,H23.51.015,,154.6,Matching JEM & LIMS Information,,,,,,,,,
146,H23.26.404.11.65.01.07,,,,,,2.1.5,04/11/2023,10:24:15,2023-04-11,2023.0,4.0,11.0,04/10/2023,02/24/2023,03/06/2023,No,Human,H23.26.404.11.65.01,H23.26.404.11.65.01.07,Patch Tube,PCS4_230411_156_A01,kamiliamn,3,7.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L2,OCx,L2,3.0,2.0,nucleus_present,intentionally-surface,3000.0,60.3,6.4,No,No,80.0,Not Applicable,Not Applicable,No,46.0,48.0,11.0,3.13,3.78,16:09:43,,16:11:18,16:12:24,16:12:54,16:23:54,16:27:02,16:30:49,16:34:26,CN3596,,,Channel_Recording,None,None,None,None,None,and CN2292,lost nucleus?,,,,,,,Homo Sapiens,hIVSCC-METc,H23.26.404,H23.26.404.11.65.01.07,PCS4_230411_156_A01,positive,,EPhys_230410_05_A01_H,H23.26.404,,60.3,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,0.6780782050133327,True,PCS4_230411_156_A01,H23.26.404.11.65.01.07,Pass,14324.0
147,H23.51.002.11.51.01.06,,,,,,2.1.5,04/04/2023,10:10:16,2023-04-04,2023.0,4.0,4.0,04/03/2023,02/24/2023,03/06/2023,No,Human,H23.51.002.11.51.01,H23.51.002.11.51.01.06,Patch Tube,PXS4_230404_156_A01,kamiliamn,3,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L3a,FCx,L3a,3.0,2.0,nucleus_present,intentionally-surface,1000.0,63.8,5.7,No,Yes,18.0,25us,Multiple,No,40.0,110.0,16.35,8.08,6.68,15:01:21,,15:02:23,15:03:31,15:04:52,15:21:13,15:29:18,15:35:59,15:36:03,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.002,H23.51.002.11.51.01.06,PXS4_230404_156_A01,positive,,EPhys_230403_03_B01_H,H23.51.002,,63.8,Matching JEM & LIMS Information,Sst,Inh L4-6 SST B3GAT2,GABAergic,0.7027813684400607,True,PXS4_230404_156_A01,H23.51.002.11.51.01.06,Pass,11589.0
148,H23.03.309.12.68.07,,,,,,2.1.5,09/20/2023,10:27:25,2023-09-20,2023.0,9.0,20.0,09/19/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.12.68,H23.03.309.12.68.07,Patch Tube,PCS4_230920_407_A01,kristab,8,7.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,1.0,nucleus_present,intentionally-surface,3294.0,45.7,4.2,No,Yes,126.0,Not Applicable,Not Applicable,No,36.0,35.0,7.82,1.65,2.62,15:30:08,,15:33:05,15:33:07,15:33:28,15:41:17,15:42:56,15:45:33,15:48:46,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.12.68.07,PCS4_230920_407_A01,positive,,EPhys_230918_03_A01_H,,,45.7,Matching JEM & LIMS Information,Pvalb,Inh L5-6 PVALB LGR5,GABAergic,0.1321917101125413,False,PCS4_230920_407_A01,H23.03.309.12.68.07,Pass,7642.0
149,H23.51.007.11.03.01.05,,,,,,2.1.5,06/21/2023,13:53:22,2023-06-21,2023.0,6.0,21.0,06/20/2023,05/18/2023,04/20/2023,No,Human,H23.51.007.11.03.01,H23.51.007.11.03.01.05,Patch Tube,P4S4_230621_157_A01,kamiliamn,2,5.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L3,TCx,L3,3.0,3.0,nucleus_present,intentionally-surface,1000.0,116.1,5.4,No,Yes,80.0,10ms,Multiple,No,55.0,105.0,7.58,6.75,14.85,16:45:52,,16:47:21,16:48:31,16:51:22,16:58:57,17:05:42,17:20:33,17:28:37,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.007,H23.51.007.11.03.01.05,P4S4_230621_157_A01,not applicable,,EPhys_230619_03_A02_H,H23.51.007,,116.1,Matching JEM & LIMS Information,L2-3_IT,Exc L2-3 LINC00507 FREM3,Glutamatergic,1.1191852138256428,True,P4S4_230621_157_A01,H23.51.007.11.03.01.05,Pass,12423.0
150,H23.51.015.11.51.01.02,,,,,,2.1.5,10/25/2023,10:45:11,2023-10-25,2023.0,10.0,25.0,10/24/2023,08/31/2023,07/19/2023,No,Human,H23.51.015.11.51.01,H23.51.015.11.51.01.02,Patch Tube,PCS4_231025_352_A01,audreym,3,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,1.0,nucleus_present,intentionally-surface,1700.0,50.0,4.4,No,No,120.0,Not Applicable,Not Applicable,No,25.0,30.0,12.25,4.6,5.03,12:28:28,,12:30:01,12:31:15,12:32:15,12:44:30,12:49:06,12:54:08,13:03:57,CN1954,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.015,H23.51.015.11.51.01.02,PCS4_231025_352_A01,positive,,EPhys_231023_04_A01_H,H23.51.015,,57.3,Matching JEM & LIMS Information,Sncg,Inh L1-2 SST BAGE2,GABAergic,0.8689925044735451,True,PCS4_231025_352_A01,H23.51.015.11.51.01.02,Pass,13111.0
151,H23.03.308.11.51.01.05,,,,,,2.1.5,09/07/2023,10:45:42,2023-09-07,2023.0,9.0,7.0,09/06/2023,07/14/2023,07/19/2023,No,Human,H23.03.308.11.51.01,H23.03.308.11.51.01.05,Patch Tube,PCS4_230907_355_A01,audreym,3,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,2.0,nucleus_present,intentionally-surface,1200.0,65.0,5.1,No,Yes,120.0,50us,Multiple,No,24.0,15.0,4.55,3.5,9.98,15:14:44,,15:17:41,15:18:47,15:19:00,15:23:33,15:27:03,15:37:02,15:38:58,CN1954,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.308,H23.03.308.11.51.01.05,PCS4_230907_355_A01,positive,,EPhys_230911_01_A02_H,H23.03.308,,182.6,Matching JEM & LIMS Information,L6b,Exc L6 FEZF2 OR2T8,Glutamatergic,0.2802047605596365,False,PCS4_230907_355_A01,H23.03.308.11.51.01.05,Pass,12462.0
152,H23.51.002.11.09.01.06,,,,,,2.1.5,03/31/2023,14:06:52,2023-03-31,2023.0,3.0,31.0,03/30/2023,02/24/2023,03/06/2023,No,Human,H23.51.002.11.09.01,H23.51.002.11.09.01.06,Patch Tube,P6S4_230331_409_A01,kristab,7,10.0,Success,,Success,,SUCCESS,,,Cortical,FCx_L5,FCx,L5,5.0,3.0,nucleus_present,intentionally-surface,2731.0,59.5,5.0,No,Yes,172.0,Not Applicable,Not Applicable,No,43.9,42.6,6.6,3.48,3.78,18:57:58,,19:00:38,19:00:40,19:02:58,19:09:34,19:13:03,19:16:50,19:19:46,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.002,H23.51.002.11.09.01.06,P6S4_230331_409_A01,not applicable,,EPhys_230403_03_A03_H,H23.51.002,,59.5,Matching JEM & LIMS Information,L6_IT,Exc L5-6 THEMIS C1QL3,Glutamatergic,1.0103669742320778,True,P6S4_230331_409_A01,H23.51.002.11.09.01.06,Pass,13832.0
153,H23.03.302.11.05.01.04,,,,,,2.1.5,02/07/2023,12:57:52,2023-02-07,2023.0,2.0,7.0,02/06/2023,11/08/2022,12/09/2022,No,Human,H23.03.302.11.05.01,H23.03.302.11.05.01.04,Patch Tube,P4S4_230207_153_A01,kamiliamn,3,5.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,no,1000.0,110.1,5.4,No,No,100.0,10ms,Multiple,No,75.0,110.0,15.28,6.5,2.67,15:39:37,,15:42:05,15:43:25,15:46:15,16:01:32,16:08:02,16:10:42,16:20:50,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H23.03.302,H23.03.302.11.05.01.04,P4S4_230207_153_A01,not applicable,,EPhys_230206_04_A03_H,H23.03.302,,110.1,Matching JEM & LIMS Information,L6_IT_Car3,Exc L5-6 THEMIS CRABP1,Glutamatergic,0.1485728525080077,False,P4S4_230207_153_A01,H23.03.302.11.05.01.04,Fail,4518.0
154,H23.06.351.11.56.01.06,,,,,,2.1.5,04/12/2023,10:01:05,2023-04-12,2023.0,4.0,12.0,04/11/2023,02/24/2023,03/06/2023,No,Human,H23.06.351.11.56.01,H23.06.351.11.56.01.06,Patch Tube,PCS4_230412_156_A01,kamiliamn,3,8.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L5,FCx,L5,3.0,2.0,nucleus_present,no,1000.0,114.8,5.1,No,No,120.0,Not Applicable,Not Applicable,No,50.0,60.0,7.65,7.37,6.85,14:33:47,,14:34:59,14:36:07,14:36:50,14:44:29,14:51:51,14:58:42,15:03:53,None,,,Channel_Recording,None,None,None,None,None,CN2847,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.06.351,H23.06.351.11.56.01.06,PCS4_230412_156_A01,positive,STG,EPhys_230410_05_B01_H,H23.06.351,,114.8,Matching JEM & LIMS Information,L5-6_NP,Exc L4-6 FEZF2 IL26,Glutamatergic,0.6413787480314017,True,PCS4_230412_156_A01,H23.06.351.11.56.01.06,Pass,15093.0
155,H23.51.010.21.03.01.01,,,,,,2.1.5,07/11/2023,09:21:32,2023-07-11,2023.0,7.0,11.0,07/11/2023,06/08/2023,04/20/2023,No,Human,H23.51.010.21.03.01,H23.51.010.21.03.01.01,Patch Tube,P8S4_230711_351_A01,audreym,4,3.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,1.0,0.0,nucleus_present,intentionally-surface,2600.0,37.0,4.8,No,Yes,170.0,Not Applicable,Not Applicable,Yes,25.0,35.0,15.25,3.67,7.22,11:33:13,,11:38:20,11:38:23,11:39:27,11:54:42,11:58:22,12:05:35,12:11:36,None,,,Channel_Recording,None,None,None,None,None,,,Seal lost part way in channel recordings ,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.010,H23.51.010.21.03.01.01,P8S4_230711_351_A01,,,EPhys_230710_02_B01_H,,,37.3,Matching JEM & LIMS Information,Vip,Inh L1-3 VIP GGH,GABAergic,0.9495498166794228,True,P8S4_230711_351_A01,H23.51.010.21.03.01.01,Pass,7034.0
156,H23.03.303.12.62.01.01,,,,,,2.1.5,03/03/2023,12:11:55,2023-03-03,2023.0,3.0,3.0,03/02/2023,12/06/2022,12/09/2022,No,Human,H23.03.303.12.62.01,H23.03.303.12.62.01.01,Patch Tube,PCS4_230303_151_A01,kamiliamn,3,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L3,OCx,L3,3.0,2.0,nucleus_present,intentionally-surface,1000.0,62.0,3.7,No,Yes,20.0,Not Applicable,Not Applicable,No,40.0,60.0,23.35,7.02,1.07,14:11:29,,14:13:36,14:14:46,14:15:17,14:38:38,14:45:39,14:46:43,14:47:48,CN2787,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.303,H23.03.303.12.62.01.01,PCS4_230303_151_A01,positive,LiG,EPhys_230306_02_A01_H,H23.03.303,,62.0,Matching JEM & LIMS Information,Sst,Inh L2-4 SST FRZB,GABAergic,0.9469457127726018,True,PCS4_230303_151_A01,H23.03.303.12.62.01.01,Pass,10740.0
157,H23.26.404.11.52.01.05,,,,,,2.1.5,04/10/2023,10:15:29,2023-04-10,2023.0,4.0,10.0,04/10/2023,02/24/2023,03/06/2023,No,Human,H23.26.404.11.52.01,H23.26.404.11.52.01.05,Patch Tube,PCS4_230410_154_A01,kamiliamn,3,9.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L5,OCx,L5,3.0,2.0,nucleus_present,no,2000.0,36.7,5.0,No,No,100.0,Not Applicable,Not Applicable,Yes,41.0,45.0,12.63,4.62,4.95,14:14:10,,14:15:52,14:17:07,14:17:51,14:30:29,14:35:06,14:40:03,14:46:25,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.26.404,H23.26.404.11.52.01.05,PCS4_230410_154_A01,positive,,EPhys_230410_03_A03_H,H23.26.404,,36.7,Matching JEM & LIMS Information,Sst,Inh L1-3 SST CALB1,GABAergic,0.3312886169180983,False,PCS4_230410_154_A01,H23.26.404.11.52.01.05,Pass,12488.0
158,H19.06.351.11.06.01.07,,,,,,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.07,Patch Tube,P8S4_190321_358_A01,lindsayn,3,8.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,2000.0,54.0,4.4,,,,,,,50.0,50.0,7.0,1.73,1.77,17:49:28,,,,17:50:21,17:57:21,17:59:05,18:00:51,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.07,P8S4_190321_358_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,54.3,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.0792258252243987,True,P8S4_190321_358_A01,H19.06.351.11.06.01.07,Pass,10205.0
159,H23.03.310.11.58.01.01,,,,,,2.1.5,11/10/2023,11:45:29,2023-11-10,2023.0,11.0,10.0,11/09/2023,10/06/2023,07/19/2023,No,Human,H23.03.310.11.58.01,H23.03.310.11.58.01.01,Patch Tube,PCS4_231110_351_A01,audreym,3,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,2.0,nucleus_present,intentionally-surface,1200.0,90.0,3.4,No,Yes,80.0,Not Applicable,Not Applicable,No,32.0,45.0,6.87,6.62,11.28,12:43:22,,12:44:50,12:46:07,12:47:21,12:54:13,13:00:50,13:12:07,13:15:10,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.310,H23.03.310.11.58.01.01,PCS4_231110_351_A01,positive,,EPhys_231113_02_A02_H,,,97.4,Matching JEM & LIMS Information,L6_CT,Exc L5-6 FEZF2 ABO,Glutamatergic,0.9187150911542368,True,PCS4_231110_351_A01,H23.03.310.11.58.01.01,Pass,13908.0
160,H23.51.012.11.06.01.03,,,,,,2.1.5,08/18/2023,13:45:22,2023-08-18,2023.0,8.0,18.0,08/17/2023,07/14/2023,07/19/2023,No,Human,H23.51.012.11.06.01,H23.51.012.11.06.01.03,Patch Tube,P6S4_230818_405_A01,kristab,8,4.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L2,TCx,L2,3.0,2.0,nucleus_present,no,3181.0,108.2,4.0,No,Yes,134.0,Not Applicable,Not Applicable,No,56.0,54.0,10.55,4.03,3.55,15:20:30,,15:23:02,15:23:09,15:23:33,15:34:06,15:38:08,15:41:41,15:47:55,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.012,H23.51.012.11.06.01.03,P6S4_230818_405_A01,not applicable,,EPhys_230821_02_A01_H,H23.51.012,,108.2,Matching JEM & LIMS Information,,,,,,,,,
161,H23.03.309.11.61.04,,,,,,2.1.5,09/19/2023,10:00:56,2023-09-19,2023.0,9.0,19.0,09/18/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.11.61,H23.03.309.11.61.04,Patch Tube,PCS4_230919_354_A01,audreym,3,5.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,1.0,nucleus_present,intentionally-surface,2400.0,45.0,4.1,No,Yes,120.0,Not Applicable,Not Applicable,No,27.0,27.0,7.53,2.67,2.95,12:48:59,,12:51:23,12:52:06,12:53:18,13:00:50,13:03:30,13:06:27,13:08:55,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.11.61.04,PCS4_230919_354_A01,positive,TP,EPhys_230918_02_B03_H,,,54.7,Matching JEM & LIMS Information,Sst,Inh L5-6 SST KLHDC8A,GABAergic,0.9279385447771118,True,PCS4_230919_354_A01,H23.03.309.11.61.04,Pass,13124.0
162,H19.06.356.11.07.02.03,,,,,,2.0.8,06/03/2019,17:30:08,2019-06-03,2019.0,6.0,3.0,05/31/2019,04/30/2019,05/06/2019,No,Human,H19.06.356.11.07.02,H19.06.356.11.07.02.03,Patch Tube,P8S4_190603_352_A01,lindsayn,3,5.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,intentionally,3000.0,40.0,4.6,,,,,,,50.0,50.0,12.62,3.8,4.98,18:52:21,,,,18:53:30,19:06:07,19:09:55,19:14:54,19:17:05,None,,,Channel_Recording,None,None,None,None,None,,backup rheo,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.356,H19.06.356.11.07.02.03,P8S4_190603_352_A01,negative,TemL,EPhys_190603_01_A04_H,H19.06.356,,37.3,Matching JEM & LIMS Information,Pax6,Inh L1-2 PAX6 CDH12,GABAergic,1.4547816727567875,True,P8S4_190603_352_A01,H19.06.356.11.07.02.03,Pass,8682.0
163,H23.51.003.11.53.01.08,,,,,,2.1.5,05/02/2023,09:38:28,2023-05-02,2023.0,5.0,2.0,05/01/2023,03/24/2023,03/06/2023,No,Human,H23.51.003.11.53.01,H23.51.003.11.53.01.08,Patch Tube,PXS4_230502_857_A01,balreetp,1,12.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L2,FCx,L2,3.0,3.0,nucleus_present,intentionally-surface,1000.0,117.0,5.9,No,Yes,75.0,50ms,Multiple,Yes,45.0,50.0,11.17,3.97,2.67,16:17:23,,16:18:08,16:19:22,16:20:57,16:32:07,16:36:05,16:38:45,16:39:38,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.003,H23.51.003.11.53.01.08,PXS4_230502_857_A01,positive,,EPhys_230501_05_A01_H,H23.51.003,,116.9,Matching JEM & LIMS Information,Sst,Inh L1-3 SST CALB1,GABAergic,0.5142256939521574,True,PXS4_230502_857_A01,H23.51.003.11.53.01.08,Pass,10603.0
164,H24.51.001.11.09.01.06,,,,,,2.1.5,01/17/2024,14:20:10,2024-01-17,2024.0,1.0,17.0,01/16/2024,10/06/2023,10/20/2023,No,Human,H24.51.001.11.09.01,H24.51.001.11.09.01.06,Patch Tube,P4S4_240117_158_A01,kamiliamn,7,8.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,no,1000.0,116.8,4.7,No,Yes,72.0,25us,Multiple,No,69.0,111.0,7.93,4.25,2.95,18:38:22,,18:39:22,18:40:28,18:41:27,18:49:23,18:53:38,18:56:35,19:03:43,None,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,14:58:28,3.0,"Blown-up cells,Crinkled cells",,Homo Sapiens,hIVSCC-MET,H24.51.001,H24.51.001.11.09.01.06,P4S4_240117_158_A01,not applicable,,EPhys_240115_03_B01_H,,,116.8,Matching JEM & LIMS Information,L5-6_NP,Exc L4-6 FEZF2 IL26,Glutamatergic,0.5481091534159103,True,P4S4_240117_158_A01,H24.51.001.11.09.01.06,Pass,11069.0
165,H23.51.011.11.06.01.03,,,,,,2.1.5,07/26/2023,13:50:50,2023-07-26,2023.0,7.0,26.0,07/25/2023,06/08/2023,06/07/2023,No,Human,H23.51.011.11.06.01,H23.51.011.11.06.01.03,Patch Tube,P6S4_230726_403_A01,kristab,8,3.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L2,TCx,L2,3.0,2.0,nucleus_present,no,3111.0,114.7,3.9,No,Yes,117.0,Not Applicable,Not Applicable,No,52.0,51.0,9.17,4.78,2.9,15:10:11,,15:12:21,15:12:34,15:13:01,15:22:11,15:26:58,15:29:52,15:43:52,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.011,H23.51.011.11.06.01.03,P6S4_230726_403_A01,not applicable,,EPhys_230724_04_B02_H,H23.51.011,,114.7,Matching JEM & LIMS Information,L2-3_IT,Exc L2 LAMP5 LTK,Glutamatergic,0.8974269511366368,True,P6S4_230726_403_A01,H23.51.011.11.06.01.03,Pass,12235.0
166,H19.03.306.11.12.01.07,,,,,,2.0.8,03/11/2019,13:22:40,2019-03-11,2019.0,3.0,11.0,03/08/2019,03/05/2019,02/08/2019,No,Human,H19.03.306.11.12.01,H19.03.306.11.12.01.07,Patch Tube,P8S4_190311_357_A01,lindsayn,3,8.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,38.0,4.7,,,,,,,45.0,45.0,8.92,4.07,1.98,17:06:30,,,,17:08:18,17:17:13,17:21:17,17:23:16,,None,,,Channel_Recording,None,None,None,None,None,,upside down tear drop shape,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.12.01.07,P8S4_190311_357_A01,not applicable,ITG,EPhys_190311_01_B01_H,H19.03.306,,38.9,Matching JEM & LIMS Information,Pvalb,Inh L2-4 PVALB WFDC2,GABAergic,0.7964933830479434,True,P8S4_190311_357_A01,H19.03.306.11.12.01.07,Pass,9551.0
167,H23.51.014.11.09.01.01,,,,,,2.1.5,10/12/2023,16:40:29,2023-10-12,2023.0,10.0,12.0,10/11/2023,07/27/2023,07/19/2023,No,Human,H23.51.014.11.09.01,H23.51.014.11.09.01.01,Patch Tube,P8S4_231012_354_A01,audreym,3,2.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,3.0,1.0,nucleus_present,intentionally-surface,1200.0,60.0,3.8,No,Yes,200.0,Not Applicable,Not Applicable,No,20.0,30.0,9.42,-17.03,25.88,17:07:33,,17:09:21,17:10:10,17:11:21,17:20:46,17:03:44,17:29:37,20:28:14,None,,PGA,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.014,H23.51.014.11.09.01.01,P8S4_231012_354_A01,not applicable,,EPhys_231016_03_A02_H,H23.51.014,,91.1,Matching JEM & LIMS Information,L6_IT,Exc L5-6 THEMIS C1QL3,Glutamatergic,0.9447405827138464,True,P8S4_231012_354_A01,H23.51.014.11.09.01.01,Pass,10572.0
168,H19.03.309.11.08.02.01,,,,,,2.0.8,04/19/2019,13:11:28,2019-04-19,2019.0,4.0,19.0,04/18/2019,04/04/2019,03/28/2019,No,Human,H19.03.309.11.08.02,H19.03.309.11.08.02.01,Patch Tube,P8S4_190419_354_A01,lindsayn,3,1.0,,,,,SUCCESS,,,Cortical,FCx_L1,FCx,L1,2.0,,nucleus_present,no,2000.0,52.0,4.8,,,,,,,45.0,45.0,17.35,1.5,1.98,13:12:07,,,,13:13:15,13:30:36,13:32:06,13:34:05,13:41:55,None,,,Channel_Recording,None,None,None,None,None,,"X4 and X7 don't pass QC, but I think there are enough good sweeps for both between the different re-runs",forgot nucleus image,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.309,H19.03.309.11.08.02.01,P8S4_190419_354_A01,not applicable,SFG,EPhys_190415_06_A01_H,H19.03.309,,52.1,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.231177428766011,True,P8S4_190419_354_A01,H19.03.309.11.08.02.01,Pass,10962.0
